  -1.6941074e+00   2.4052577e+00   1.8185754e-01             NaN   1.4006209e+00   6.8939017e-01  -1.9115889e+00  -1.3846550e+00  -1.6378079e+00             NaN             NaN  -1.9649209e+00             NaN   1.5811594e+00   1.9083905e+00             NaN   9.7753190e-01   1.5455516e+00  -1.1185105e-01   1.9318879e+00   7.9205718e-01  -6.1971472e-01             NaN  -1.8531500e+00  -2.5421998e+00  -1.7408594e+00  -1.6291463e+00             NaN             NaN   7.0710678e-01  -1.0960054e+00  -2.1877325e-01  -7.1640915e-01   7.0710678e-01  -1.4828103e+00   7.4028775e-01   3.2233441e-01             NaN             NaN  -1.4497251e+00  -2.0148518e+00             NaN  -5.8201934e-01   4.0800188e-01             NaN             NaN  -7.0710678e-01             NaN   7.0710678e-01  -2.5216300e-01  -1.8034914e+00             NaN  -1.3270253e+00             NaN  -1.2855390e+00  -1.1123873e+00             NaN
  -5.7428310e-01  -2.3955023e-01  -1.4638771e+00             NaN  -6.4548105e-01  -1.4221363e+00   4.3273117e-01  -1.4031665e+00             NaN             NaN             NaN  -1.0332312e+00   8.4239307e-02   6.3246376e-01   3.7735982e-01             NaN   1.1744619e-01   4.7200286e-01   1.6207120e+00   3.3150246e-01  -1.8488028e+00  -1.0431062e+00             NaN  -5.0854230e-01  -1.1477473e-01  -9.6020403e-01  -1.7118933e+00             NaN             NaN  -7.0710678e-01  -1.6239404e-01  -2.1013863e+00  -1.1415778e+00  -7.0710678e-01  -4.7410106e-01  -9.4684462e-01  -8.9512550e-01             NaN  -1.4587351e-01  -1.2098612e+00  -1.4247358e+00             NaN  -1.6105945e+00   7.3149403e-01             NaN             NaN   7.0710678e-01  -1.5703540e-01  -7.0710678e-01  -1.9580338e+00  -1.2780518e+00             NaN   9.6589198e-01  -1.6372807e+00  -1.4788226e+00  -8.1186241e-01  -7.8567887e-01
   3.0647259e-01  -9.7662786e-01   6.0780984e-01             NaN   3.2611251e-02   2.4458644e-02  -1.5111587e+00  -1.1625179e+00  -7.3855838e-01             NaN             NaN  -3.4155787e-01  -8.0010087e-01  -1.6321645e-01  -1.3421055e+00  -1.0024060e+00  -1.4247765e+00  -7.3041482e-01   6.4634894e-01   1.9509969e-01  -9.0149687e-01  -5.8066805e-01  -4.5796685e-01   1.8598013e-01  -1.7662737e-03  -1.0865789e+00  -4.7295509e-01             NaN             NaN             NaN  -1.1738064e+00   4.9388784e-01   1.7495689e+00             NaN  -7.1272044e-01  -6.8902546e-01  -8.0788082e-01  -5.2025912e-01  -1.2218962e+00   3.2885649e-01  -5.7372644e-01             NaN  -1.1850012e+00  -1.1394959e+00             NaN             NaN             NaN  -9.2206349e-01             NaN   1.8516296e-01  -9.6406957e-01             NaN  -1.6645495e-01  -1.2079011e+00   7.4566758e-02  -1.0612341e+00  -1.0509543e+00
  -3.7587847e-01  -7.6959576e-02   6.7420975e-01  -3.9030221e-01  -7.8775110e-01   7.0828752e-01  -1.9279075e-01  -7.0343438e-02  -5.7460680e-01   1.0636090e-01   8.8845518e-01   3.5442609e-01  -1.4714337e+00   3.5703599e-01   3.8521126e-01  -9.0102704e-01  -1.0688789e+00  -7.5892506e-01  -4.8524825e-01  -1.9136126e-02  -3.7663819e-01  -5.3783896e-01   3.4324752e-01   9.1829970e-01  -1.3641465e-01  -3.9288066e-02  -8.8601468e-02  -1.1127427e+00   1.1687917e+00             NaN  -5.9029926e-01  -7.2476262e-01  -8.6521817e-01             NaN  -5.5002541e-01  -5.4880803e-01  -1.1023316e+00  -1.4070644e+00   1.9230506e-01   4.1425405e-01   2.0749170e-01   9.8189581e-01  -3.6133410e-01             NaN             NaN             NaN             NaN  -9.1752999e-01             NaN   3.6923863e-01   2.8344904e-01             NaN   5.2758825e-01  -5.0527999e-01   4.6418570e-01  -6.4721316e-01  -1.4854944e+00
  -7.5928201e-01   5.1920615e-01             NaN  -3.9030221e-01             NaN             NaN   7.2739117e-02   8.9225098e-01  -2.6859491e-02  -1.3657706e+00   8.2950555e-01   1.6513068e+00   6.2998959e-01   3.8763908e-01  -3.5282407e-01  -6.5015706e-01  -6.2044804e-01  -5.2821454e-01  -4.3927675e-01  -5.1314541e-01  -8.2205269e-02  -6.2984447e-01  -1.2737488e+00   1.1923290e+00  -3.3731858e-01   3.5992674e-01   1.3761211e-01  -9.4707294e-01   6.1762659e-01             NaN   1.0046202e+00   4.2535816e-02  -1.4951764e-01             NaN   4.6953011e-01  -2.0957230e-01   9.6972962e-01   5.5755042e-01  -1.1740730e-01   1.3525341e+00   7.0948475e-01   9.8189581e-01   1.1701619e+00             NaN             NaN             NaN             NaN  -5.2424888e-01             NaN   1.2131946e+00   9.0700811e-01             NaN             NaN   4.8359415e-01   9.0334626e-02  -6.1364389e-01  -1.9761167e-02
  -9.1677239e-02   5.1920615e-01             NaN   1.5612088e-01             NaN             NaN   4.6170765e-01  -1.1662202e-01   5.4324485e-01  -5.5356012e-01   1.8105959e-01   2.3975139e-01   2.2576024e-01   8.1608227e-02   3.1847402e-01  -5.4276409e-01   3.4403428e-02             NaN  -1.2306848e+00  -9.8576902e-01  -8.2205269e-02   6.6878540e-01   1.4358126e+00   8.5412743e-02   5.3759665e-01   3.1637603e-01   7.6388858e-01  -1.0680077e-01  -4.6142083e-02             NaN   9.8733109e-01   1.3213665e+00  -4.6130797e-01             NaN   4.3048330e-01   1.6539626e+00   1.5586312e+00   1.8463741e-01   1.9002777e-01  -6.4875334e-03   7.5758342e-01   3.7838912e-01   2.0286277e-01             NaN             NaN             NaN             NaN  -7.9285875e-01             NaN   3.3916311e-01   5.8621761e-01   9.6794325e-01             NaN   9.9754848e-02   1.1584805e+00  -2.4598051e-01   4.0638853e-01
   5.7726810e-01  -1.3115646e-01             NaN  -1.3010074e+00             NaN             NaN   1.5344728e-01   9.6629670e-01   1.2698484e+00   4.8345862e-03   3.5790849e-01  -4.0725400e-01  -7.2650514e-01   2.0402057e-01  -3.2926975e-01  -4.1389252e-01   4.9113860e-01             NaN             NaN  -9.4043949e-01   1.4822049e-01   9.8576125e-01   9.2594889e-01  -2.0329253e-02   1.0589332e+00   7.4099542e-01   1.0047641e+00  -8.1330158e-01  -1.9129915e+00             NaN   1.0305538e+00   3.2463083e-01  -1.2117306e-01             NaN   5.8109242e-01             NaN   6.3165647e-01   1.1851357e+00  -6.3435368e-01   5.7042911e-01   5.4850123e-01   3.7838912e-01  -1.5541733e-01             NaN             NaN             NaN             NaN   9.3667144e-01             NaN   1.3564113e+00   6.7632730e-01  -1.5263747e-01             NaN   2.4613424e-01   8.2192981e-01   9.6753703e-01   8.9803970e-01
   2.5579898e-01  -2.3955023e-01             NaN  -2.0816118e-01             NaN             NaN   5.5929407e-01   6.0532379e-01  -7.1573557e-02   1.9338345e+00  -1.4695301e+00   4.1456666e-01  -6.2912886e-01  -1.5709584e+00  -9.6523636e-01   1.5234767e+00   1.4935833e+00             NaN             NaN             NaN   8.5869992e-01   1.7566257e+00   5.6176053e-01             NaN   7.8448407e-01  -5.2249585e-02   6.7172749e-01   6.0015033e-01   3.6871334e-01             NaN             NaN  -6.5185191e-01   1.3456587e+00             NaN   1.7385513e+00             NaN  -6.7701379e-01             NaN   7.8440223e-03             NaN   5.5805131e-01  -3.2570203e-01   5.6835346e-02             NaN             NaN             NaN             NaN  -4.9364776e-01             NaN   2.3795660e-01  -6.7618312e-02  -2.2418629e-01             NaN   1.2512728e+00   8.6940296e-01   1.0104691e+00   1.1279776e+00
   2.2737886e-01  -8.8991285e-01             NaN   1.5612088e-01             NaN             NaN   1.4203974e+00   4.8499949e-01   1.2363129e+00   1.2328195e-01  -1.3663683e+00   3.0207177e-01   1.6642853e+00  -1.5097522e+00             NaN   9.8565271e-01             NaN             NaN             NaN             NaN   1.4923708e+00             NaN  -2.0303501e-01             NaN   5.8010707e-01   1.0676257e+00   3.1355600e-01   1.1808459e+00  -5.6471136e-01             NaN             NaN   1.1709159e+00   9.7009310e-01             NaN             NaN             NaN             NaN             NaN  -6.3549232e-01             NaN   4.0450105e-01  -5.6039907e-01   1.4021583e+00             NaN             NaN             NaN             NaN   1.1724134e+00             NaN  -3.3491047e-01   1.0511836e+00  -1.4819022e+00             NaN   1.3163303e+00   6.1804957e-01   1.2169087e+00   9.0948296e-01
   2.1283097e+00  -8.8991285e-01             NaN   1.9775312e+00             NaN             NaN   5.1522164e-01   1.1884339e+00             NaN  -2.4898119e-01   5.7896961e-01   7.8484130e-01   1.0228941e+00             NaN             NaN   1.0011173e+00             NaN             NaN             NaN             NaN             NaN             NaN  -1.3320189e+00             NaN   1.7135307e-01   1.3942560e+00   1.0110479e+00   1.1989217e+00   3.6871334e-01             NaN             NaN   3.4343716e-01  -6.1011699e-01             NaN             NaN             NaN             NaN             NaN   2.3648462e+00             NaN   8.2770054e-01  -1.8344688e+00   1.0623482e+00             NaN             NaN             NaN             NaN   1.6982994e+00             NaN  -1.1560199e+00   6.0904539e-01   8.9078276e-01             NaN  -4.6624548e-02  -1.3325883e+00   1.2974064e+00             NaN
